,station_id,station_name,station_latitude,station_longitude,gender_male,gender_female,gender_unknown,subscriber,customer,total_uses,station_type,date
0,3183,Exchange Place,40.7162469,-74.0334588,831,123,91,967,78,1045,1,03/01/2019
1,3184,Paulus Hook,40.7141454,-74.0335519,384,45,23,422,30,452,1,03/01/2019
2,3185,City Hall,40.717732500000004,-74.04384499999999,551,121,35,682,25,707,1,03/01/2019
3,3186,Grove St PATH,40.71958611647166,-74.0431174635887,2451,593,69,3066,47,3113,1,03/01/2019
4,3187,Warren St,40.721123600000006,-74.03805095,393,89,35,492,25,517,1,03/01/2019
5,3191,Union St,40.71821129999999,-74.08363940000001,12,22,0,33,1,34,1,03/01/2019
6,3192,Liberty Light Rail,40.711242299999995,-74.0557013,347,65,63,372,103,475,1,03/01/2019
7,3193,Lincoln Park,40.7246050998869,-74.07840594649316,112,34,7,137,16,153,1,03/01/2019
8,3194,McGinley Square,40.7253399253558,-74.06762212514876,276,66,16,340,18,358,1,03/01/2019
9,3195,Sip Ave,40.73089709786179,-74.06391263008119,1006,172,31,1179,30,1209,1,03/01/2019
10,3196,Riverview Park,40.7443187,-74.04399090000001,65,18,7,80,10,90,1,03/01/2019
11,3198,Heights Elevator,40.748715945380226,-74.04044330120088,86,33,4,118,5,123,1,03/01/2019
12,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,340,130,34,458,46,504,1,03/01/2019
13,3201,Dey St,40.737711,-74.066921,34,14,2,46,4,50,1,03/01/2019
14,3202,Newport PATH,40.7272235,-74.03375890000001,723,182,34,905,34,939,1,03/01/2019
15,3203,Hamilton Park,40.727595965999996,-74.044247311,774,364,42,1138,42,1180,1,03/01/2019
16,3205,JC Medical Center,40.71653978099194,-74.0496379137039,278,66,44,337,51,388,1,03/01/2019
17,3206,Hilltop,40.7311689,-74.0575736,114,43,16,159,14,173,1,03/01/2019
18,3207,Oakland Ave,40.7376037,-74.05247829999999,267,40,5,302,10,312,1,03/01/2019
19,3209,Brunswick St,40.7241765,-74.05065640000001,458,126,9,576,17,593,1,03/01/2019
20,3210,Pershing Field,40.742677141,-74.051788633,285,48,3,320,16,336,1,03/01/2019
21,3211,Newark Ave,40.72152515,-74.046304543,456,134,28,601,17,618,1,03/01/2019
22,3212,Christ Hospital,40.734785818,-74.050443636,116,50,2,164,4,168,1,03/01/2019
23,3213,Van Vorst Park,40.71848892,-74.047726625,457,112,31,583,17,600,1,03/01/2019
24,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,274,76,23,350,23,373,1,03/01/2019
25,3220,5 Corners Library,40.73496102000952,-74.05950307846071,143,28,7,170,8,178,1,03/01/2019
26,3225,Baldwin at Montgomery,40.7236589,-74.0641943,184,25,13,210,12,222,1,03/01/2019
27,3267,Morris Canal,40.7124188237569,-74.03852552175522,356,103,51,486,24,510,1,03/01/2019
28,3268,Lafayette Park,40.71346382669195,-74.06285852193831,99,19,2,104,16,120,1,03/01/2019
29,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,417,202,7,614,12,626,1,03/01/2019
30,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,432,138,30,591,9,600,1,03/01/2019
31,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,393,149,14,546,10,556,1,03/01/2019
32,3273,Manila & 1st,40.72165072487999,-74.04288411140442,370,84,16,455,15,470,1,03/01/2019
33,3275,Columbus Drive,40.71835519823214,-74.03891444206238,363,86,24,458,15,473,1,03/01/2019
34,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,511,136,36,627,56,683,1,03/01/2019
35,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,64,12,9,71,14,85,1,03/01/2019
36,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,335,125,21,453,28,481,1,03/01/2019
37,3279,Dixon Mills,40.72163014263835,-74.04996782541275,318,111,8,431,6,437,1,03/01/2019
38,3280,Astor Place,40.71928220070703,-74.07126188278198,188,58,10,226,30,256,1,03/01/2019
39,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,126,14,1,134,7,141,1,03/01/2019
40,3426,JCBS Depot,40.70965083364061,-74.0686011314392,13,0,0,13,0,13,1,03/01/2019
41,3481,York St,40.71649,-74.04105,150,78,4,223,9,232,1,03/01/2019
42,3483,Montgomery St,40.71942,-74.05099,246,78,7,316,15,331,1,03/01/2019
43,3638,Washington St,40.7242941,-74.0354826,261,129,28,374,44,418,1,03/01/2019
44,3639,Harborside,40.71925170000001,-74.034234,670,163,67,867,33,900,1,03/01/2019
45,3640,Journal Square,40.733670000000004,-74.0625,414,86,8,504,4,508,1,03/01/2019
46,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,102,32,0,121,13,134,1,03/01/2019
47,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,156,21,1,174,4,178,1,03/01/2019
48,3679,Bergen Ave,40.72210378668603,-74.07145500183104,108,56,13,172,5,177,1,03/01/2019
49,3681,Grand St,40.71517767732029,-74.03768330812454,278,44,14,331,5,336,1,03/01/2019
50,3694,Jackson Square,40.71113,-74.0789,24,7,0,31,0,31,1,03/01/2019
0,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,1,0,0,1,0,1,0,03/01/2019
1,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,0,1,0,1,0,1,0,03/01/2019
2,513,W 56 St & 10 Ave,40.768254,-73.988639,0,1,0,1,0,1,0,03/01/2019
3,514,12 Ave & W 40 St,40.76087502,-74.00277668,1,0,2,1,2,3,0,03/01/2019
4,523,W 38 St & 8 Ave,40.75466591,-73.99138152,1,0,0,1,0,1,0,03/01/2019
5,3183,Exchange Place,40.7162469,-74.0334588,948,190,97,1159,76,1235,0,03/01/2019
6,3184,Paulus Hook,40.7141454,-74.0335519,409,63,32,465,39,504,0,03/01/2019
7,3185,City Hall,40.717732500000004,-74.04384499999999,554,161,21,705,31,736,0,03/01/2019
8,3186,Grove St PATH,40.71958611647166,-74.0431174635887,2663,756,67,3432,54,3486,0,03/01/2019
9,3187,Warren St,40.721123600000006,-74.03805095,390,71,36,473,24,497,0,03/01/2019
10,3191,Union St,40.71821129999999,-74.08363940000001,36,17,2,51,4,55,0,03/01/2019
11,3192,Liberty Light Rail,40.711242299999995,-74.0557013,345,84,74,386,117,503,0,03/01/2019
12,3193,Lincoln Park,40.7246050998869,-74.07840594649316,141,48,9,182,16,198,0,03/01/2019
13,3194,McGinley Square,40.7253399253558,-74.06762212514876,234,31,4,266,3,269,0,03/01/2019
14,3195,Sip Ave,40.73089709786179,-74.06391263008119,883,197,36,1077,39,1116,0,03/01/2019
15,3196,Riverview Park,40.7443187,-74.04399090000001,53,18,6,67,10,77,0,03/01/2019
16,3198,Heights Elevator,40.748715945380226,-74.04044330120088,84,17,5,95,11,106,0,03/01/2019
17,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,353,131,42,478,48,526,0,03/01/2019
18,3201,Dey St,40.737711,-74.066921,74,23,4,98,3,101,0,03/01/2019
19,3202,Newport PATH,40.7272235,-74.03375890000001,725,174,32,892,39,931,0,03/01/2019
20,3203,Hamilton Park,40.727595965999996,-74.044247311,810,333,30,1146,27,1173,0,03/01/2019
21,3205,JC Medical Center,40.71653978099194,-74.0496379137039,299,62,46,356,51,407,0,03/01/2019
22,3206,Hilltop,40.7311689,-74.0575736,102,18,6,123,3,126,0,03/01/2019
23,3207,Oakland Ave,40.7376037,-74.05247829999999,231,20,7,256,2,258,0,03/01/2019
24,3209,Brunswick St,40.7241765,-74.05065640000001,378,137,15,504,26,530,0,03/01/2019
25,3210,Pershing Field,40.742677141,-74.051788633,237,49,4,284,6,290,0,03/01/2019
26,3211,Newark Ave,40.72152515,-74.046304543,481,201,25,674,33,707,0,03/01/2019
