,station_id,station_name,station_latitude,station_longitude,gender_male,gender_female,gender_unknown,subscriber,customer,total_uses,station_type,date
0,72.0,W 52 St & 11 Ave,40.76727216,-73.99392888,2954,865,292,3606,505,4111,1,10/01/2018
1,79.0,Franklin St & W Broadway,40.71911552,-74.00666661,2163,745,225,2826,307,3133,1,10/01/2018
2,82.0,St James Pl & Pearl St,40.71117416,-74.00016545,514,183,30,688,39,727,1,10/01/2018
3,83.0,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,435,168,55,572,86,658,1,10/01/2018
4,119.0,Park Ave & St Edwards St,40.69608941,-73.97803415,222,116,26,305,59,364,1,10/01/2018
5,120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168,694,318,38,988,62,1050,1,10/01/2018
6,127.0,Barrow St & Hudson St,40.73172428,-74.00674436,5065,1766,360,6671,520,7191,1,10/01/2018
7,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,4479,1991,338,6291,517,6808,1,10/01/2018
8,143.0,Clinton St & Joralemon St,40.69239502,-73.99337909,1764,685,95,2445,99,2544,1,10/01/2018
9,144.0,Nassau St & Navy St,40.69839895,-73.98068914,575,262,182,766,253,1019,1,10/01/2018
10,146.0,Hudson St & Reade St,40.71625008,-74.0091059,2486,794,173,3204,249,3453,1,10/01/2018
11,150.0,E 2 St & Avenue C,40.720873600000004,-73.98085795,1670,763,78,2345,166,2511,1,10/01/2018
12,151.0,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,5213,1978,602,6949,844,7793,1,10/01/2018
13,157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,1361,637,169,2040,127,2167,1,10/01/2018
14,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,2361,887,230,3135,343,3478,1,10/01/2018
15,164.0,E 47 St & 2 Ave,40.75323098,-73.97032517,2591,902,116,3355,254,3609,1,10/01/2018
16,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,3487,735,181,4066,337,4403,1,10/01/2018
17,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,5571,1766,316,7214,439,7653,1,10/01/2018
18,173.0,Broadway & W 49 St,40.76068327096592,-73.98452728986742,5035,1059,463,5833,724,6557,1,10/01/2018
