,station_id,station_name,station_latitude,station_longitude,gender_male,gender_female,gender_unknown,subscriber,customer,total_uses,station_type,date
0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,2853,969,607,3525,904,4429,1,07/01/2018
1,79,Franklin St & W Broadway,40.71911552,-74.00666661,1866,577,301,2339,405,2744,1,07/01/2018
2,82,St James Pl & Pearl St,40.71117416,-74.00016545,868,324,62,1119,135,1254,1,07/01/2018
3,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,1219,395,211,1566,259,1825,1,07/01/2018
4,119,Park Ave & St Edwards St,40.69608941,-73.97803415,170,74,49,235,58,293,1,07/01/2018
5,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,734,438,74,1125,121,1246,1,07/01/2018
6,127,Barrow St & Hudson St,40.73172428,-74.00674436,4341,1526,452,5688,631,6319,1,07/01/2018
7,128,MacDougal St & Prince St,40.72710258,-74.00297088,4392,1915,513,6038,782,6820,1,07/01/2018
8,143,Clinton St & Joralemon St,40.69239502,-73.99337909,1558,750,100,2285,123,2408,1,07/01/2018
9,144,Nassau St & Navy St,40.69839895,-73.98068914,538,325,268,788,343,1131,1,07/01/2018
10,146,Hudson St & Reade St,40.71625008,-74.0091059,2099,747,251,2776,321,3097,1,07/01/2018
11,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,2337,1044,160,3314,227,3541,1,07/01/2018
12,151,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,4951,1979,855,6709,1076,7785,1,07/01/2018
13,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,1224,675,219,1861,257,2118,1,07/01/2018
14,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,383,124,67,489,85,574,1,07/01/2018
15,164,E 47 St & 2 Ave,40.75323098,-73.97032517,2103,672,167,2687,255,2942,1,07/01/2018
16,167,E 39 St & 3 Ave,40.7489006,-73.97604882,3492,789,301,4108,474,4582,1,07/01/2018
17,168,W 18 St & 6 Ave,40.73971301,-73.99456405,5230,1793,416,6906,533,7439,1,07/01/2018
18,173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,4659,1011,822,5364,1128,6492,1,07/01/2018
19,174,E 25 St & 1 Ave,40.7381765,-73.97738662,2263,851,95,3048,161,3209,1,07/01/2018
