,station_id,station_name,station_latitude,station_longitude,gender_male,gender_female,gender_unknown,subscriber,customer,total_uses,station_type,date
0,72.0,W 52 St & 11 Ave,40.76727216,-73.99392888,1372,299,26,1643,54,1697,1,01/01/2019
1,79.0,Franklin St & W Broadway,40.71911552,-74.00666661,973,241,57,1211,60,1271,1,01/01/2019
2,82.0,St James Pl & Pearl St,40.71117416,-74.00016545,426,183,18,591,36,627,1,01/01/2019
3,83.0,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,276,87,27,369,21,390,1,01/01/2019
4,119.0,Park Ave & St Edwards St,40.69608941,-73.97803415,179,42,11,215,17,232,1,01/01/2019
5,120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168,410,148,17,557,18,575,1,01/01/2019
6,127.0,Barrow St & Hudson St,40.73172428,-74.00674436,2311,694,62,2995,72,3067,1,01/01/2019
7,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,1925,836,63,2753,71,2824,1,01/01/2019
8,143.0,Clinton St & Joralemon St,40.69239502,-73.99337909,1001,375,60,1410,26,1436,1,01/01/2019
9,144.0,Nassau St & Navy St,40.69839895,-73.98068914,322,106,26,419,35,454,1,01/01/2019
10,146.0,Hudson St & Reade St,40.71625008,-74.0091059,1251,406,44,1651,50,1701,1,01/01/2019
11,150.0,E 2 St & Avenue C,40.720873600000004,-73.98085795,1001,460,28,1454,35,1489,1,01/01/2019
12,151.0,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,2674,902,159,3571,164,3735,1,01/01/2019
13,157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,735,337,106,1138,40,1178,1,01/01/2019
14,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,1575,563,108,2143,103,2246,1,01/01/2019
15,164.0,E 47 St & 2 Ave,40.75323098,-73.97032517,1457,428,20,1862,43,1905,1,01/01/2019
16,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,2361,385,103,2745,104,2849,1,01/01/2019
17,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,2969,797,80,3746,100,3846,1,01/01/2019
18,173.0,Broadway & W 49 St,40.76068327096592,-73.98452728986742,3033,544,156,3526,207,3733,1,01/01/2019
19,174.0,E 25 St & 1 Ave,40.7381765,-73.97738662,1778,545,77,2340,60,2400,1,01/01/2019
20,195.0,Liberty St & Broadway,40.70905623,-74.01043382,2143,336,80,2442,117,2559,1,01/01/2019
21,212.0,W 16 St & The High Line,40.74334935,-74.00681753,1756,456,68,2180,100,2280,1,01/01/2019
22,216.0,Columbia Heights & Cranberry St,40.70037867,-73.99548059,223,93,25,300,41,341,1,01/01/2019
23,217.0,Old Fulton St,40.70277159,-73.99383605,516,181,135,645,187,832,1,01/01/2019
24,223.0,W 13 St & 7 Ave,40.73781509,-73.99994661,2068,643,59,2689,81,2770,1,01/01/2019
25,224.0,Spruce St & Nassau St,40.71146364,-74.00552427,8,1,0,8,1,9,1,01/01/2019
26,228.0,E 48 St & 3 Ave,40.7546011026,-73.971878855,1448,143,51,1572,70,1642,1,01/01/2019
27,229.0,Great Jones St,40.72743423,-73.99379025,2766,939,47,3678,74,3752,1,01/01/2019
28,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,1974,624,72,2589,81,2670,1,01/01/2019
29,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,2666,967,102,3628,107,3735,1,01/01/2019
30,238.0,Bank St & Washington St,40.7361967,-74.00859207,1074,418,27,1468,51,1519,1,01/01/2019
31,239.0,Willoughby St & Fleet St,40.69196566,-73.9813018,1309,514,25,1818,30,1848,1,01/01/2019
32,241.0,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,550,214,34,771,27,798,1,01/01/2019
33,242.0,Carlton Ave & Flushing Ave,40.697787,-73.973736,400,73,17,465,25,490,1,01/01/2019
34,243.0,Fulton St & Rockwell Pl,40.688226,-73.979382,459,162,16,625,12,637,1,01/01/2019
35,244.0,Willoughby Ave & Hall St,40.69196035,-73.96536851,729,271,37,1018,19,1037,1,01/01/2019
36,245.0,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,344,132,8,471,13,484,1,01/01/2019
37,247.0,Perry St & Bleecker St,40.73535398,-74.00483091,1009,289,37,1274,61,1335,1,01/01/2019
38,248.0,Laight St & Hudson St,40.72185379,-74.00771779,521,85,18,611,13,624,1,01/01/2019
39,249.0,Harrison St & Hudson St,40.71870987,-74.0090009,689,205,32,893,33,926,1,01/01/2019
40,251.0,Mott St & Prince St,40.72317958,-73.99480012,1658,541,90,2186,103,2289,1,01/01/2019
